P13					P25	P25RP14	P25R1P14
update						Q1	Q24
id	Spalte	text	Keyword	property	Themenwert		
96.17	r_c	histoire d’une jeune fille dont la tête a été tournée par les romans (intrigues sentimentales)	sentimentale	isabout	sentiment		
96.17	r_s	sensibilité, mais ironie	sensibilité	isabout	sentimentalisme		
96.18bis	r_s	ton sensible	sensible	isabout	sentimentalisme		
96.18bis	r_c	amours tumultueuses, aventures romanesques	amour	isabout	amour		
96.23	r_c	intrigues galantes et romanesques greffées sur le récit des guerres aux Indes au XVIlle siècle	galant	isabout	galanterie		
96.26	r_c	malheurs, querelles de voisins	malheurs	isabout	malheur		
96.26	r_s	vertu, critique des préjugés	vertu	isabout	vertu		
96.3	r_c	aventures et métiers divers d’un jeune bourgeois, voyages	voyages	isabout	voyage		
96.3	r_s	tendances réalistes, thèmes philosophiques	thèmes philosophiques	isabout	philosophie		
96.32	r_c	aventures galantes et romanesques	galant	isabout	galanterie		
96.33	r_c	voyages, aventures, intrigue sentimentale	sentimentale	isabout	sentiment		
96.33	r_s	sensibilité, mélancolie	sensibilité	isabout	sentimentalisme		
96.33	r_c	voyages, aventures, intrigue sentimentale	voyages	isabout	voyage		
96.33	r_s	sensibilité, mélancolie	mélancolie	isabout	mélancolie		
96.34	r_c	intrigues sentimentales, peinture des mœurs	sentimentale	isabout	sentiment		
96.34	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
96.34	r_c	intrigues sentimentales, peinture des mœurs	mœurs	isabout	mœurs		
96.36	r_c	vie domestique, aventures, malheurs	malheurs	isabout	malheur		
96.38	r_s	thèmes philosophiques	thèmes philosophiques	isabout	philosophie		
96.39	r_c	intrigues sentimentales	sentimentale	isabout	sentiment		
96.39	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
96.40	r_c	Marcoméris tombe amoureux d’Astérie en voyant son portrait (amour courtois)	amour	isabout	amour		
96.40	r_c	Marcoméris tombe amoureux d’Astérie en voyant son portrait (amour courtois)	cour	isabout	cour		
96.41	r_c	amours contrariées, intrigues au couvent	amour	isabout	amour		
96.41	r_s	réflexions morales	morale	isabout	morale		
96.42	r_s	ton sensible	sensible	isabout	sentimentalisme		
96.42	r_c	amours, jalousie, malheurs	malheurs	isabout	malheur		
96.42	r_c	amours, jalousie, malheurs	amour	isabout	amour		
96.46	r_c	intrigue sentimentale (le héros, attiré par d’autres femmes, oublie sa bien-aimée, mais, ruiné, il revient à la vertu et l’épouse)	sentimentale	isabout	sentiment		
96.46	r_c	intrigue sentimentale (le héros, attiré par d’autres femmes, oublie sa bien-aimée, mais, ruiné, il revient à la vertu et l’épouse)	vertu	isabout	vertu		
96.47	r_c	voyages, aventures, malheurs d’un jeune homme dont l’éducation a été négligée	éducation	isabout	éducation		
96.47	r_c	voyages, aventures, malheurs d’un jeune homme dont l’éducation a été négligée	malheurs	isabout	malheur		
96.47	r_c	voyages, aventures, malheurs d’un jeune homme dont l’éducation a été négligée	voyages	isabout	voyage		
96.5	r_c	aventures lubriques	lubriques	isabout	érotisme		
96.5	r_s	détails pornographiques	pornographiques	isabout	érotisme		
96.50	r_c	aventures comiques et galantes	galant	isabout	galanterie		
96.52	r_c	intrigues sentimentales	sentimentale	isabout	sentiment		
96.52	r_s	sensibilité, ton moralisateur	sensibilité	isabout	sentimentalisme		
96.57	r_c	intrigues sentimentales, aventures	sentimentale	isabout	sentiment		
96.57	r_s	éléments mystérieux (gnomes et esprits), étude des mœurs	mystérieux	isabout	mystère		
96.57	r_s	éléments mystérieux (gnomes et esprits), étude des mœurs	mœurs	isabout	mœurs		
96.58	r_c	voyages et aventures d’un jeune paysan vagabond	voyages	isabout	voyage		
96.58	r_s	étude des mœurs	mœurs	isabout	mœurs		
96.59	r_c	intrigues d’amour, esprits, revenants, magie	amour	isabout	amour		
96.6	r_c	les amours de Maria et d’un pacha philosophe, vertueux et sensible	sensible	isabout	sentimentalisme		
96.6	r_c	les amours de Maria et d’un pacha philosophe, vertueux et sensible	amour	isabout	amour		
96.6	r_c	les amours de Maria et d’un pacha philosophe, vertueux et sensible	vertu	isabout	vertu		
96.60	r_c	roman politique, avec beaucoup de discussions sur les principes du gouvernement	politique	isabout	politique		
96.61	r_c	amours malheureuses	malheur	isabout	malheur		
96.61	r_c	amours malheureuses	amour	isabout	amour		
96.61	r_s	vertu	vertu	isabout	vertu		
96.7	r_s	sensibilité, mais des éléments comiques aussi	sensibilité	isabout	sentimentalisme		
96.7	r_c	intrigues d’amour, voyages	voyages	isabout	voyage		
96.7	r_c	intrigues d’amour, voyages	amour	isabout	amour		
96.8	r_c	tableau de Paris sous la Révolution présenté dans un déguisement persan	Révolution	isabout	révolution		
96.9	r_c	galanteries de Florestan, séducteur et séduit	galant	isabout	galanterie		
97.1	r_s	sensibilité larmoyante, prose poétique entremêlée de vers	sensibilité	isabout	sentimentalisme		
97.1	r_c	amours malheureuses d’un berger	malheur	isabout	malheur		
97.1	r_c	amours malheureuses d’un berger	amour	isabout	amour		
97.10	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
97.10	r_c	histoires de famille, intrigues mondaines, tableaux de mœurs	famille	isabout	famille		
97.10	r_c	histoires de famille, intrigues mondaines, tableaux de mœurs	mœurs	isabout	mœurs		
97.13	r_c	aventures galantes	galant	isabout	galanterie		
97.14	r_c	intrigue sentimentale	sentimentale	isabout	sentiment		
97.14	r_s	sensibilité, nature	sensibilité	isabout	sentimentalisme		
97.14	r_s	sensibilité, nature	nature	isabout	nature		
97.15	r_c	aventures merveilleuses et chevaleresques	merveille	isabout	miracle		
97.15	r_c	aventures merveilleuses et chevaleresques	chevaleresques	isabout	chevalerie		
97.19	r_c	voyages, aventures d’un jeune homme	voyages	isabout	voyage		
97.19	r_s	peinture des mœurs, ton satirique	mœurs	isabout	mœurs		
97.2	r_s	sensibilité, mélancolie, prétentions moralisatrices	sensibilité	isabout	sentimentalisme		
97.2	r_c	malheurs d’une jeune fille, vie au couvent, éléments sombres	malheurs	isabout	malheur		
97.2	r_s	sensibilité, mélancolie, prétentions moralisatrices	mélancolie	isabout	mélancolie		
97.23	r_c	voyages, aventures, complots, brigandages	voyages	isabout	voyage		
97.25	r_s	sensibilité effrénée	sensibilité	isabout	sentimentalisme		
97.25	r_c	amours malheureuses	malheur	isabout	malheur		
97.25	r_c	amours malheureuses	amour	isabout	amour		
97.26	r_c	intrigue sentimentale, discours sur les droits de la femme	sentimentale	isabout	sentiment		
97.26	r_c	intrigue sentimentale, discours sur les droits de la femme	cour	isabout	cour		
97.27	r_s	sensibilité, mélancolie	sensibilité	isabout	sentimentalisme		
97.27	r_c	amours impossibles	amour	isabout	amour		
97.27	r_s	sensibilité, mélancolie	mélancolie	isabout	mélancolie		
97.29	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
97.29	r_c	aventures romanesques, malheurs, voyages	malheurs	isabout	malheur		
97.29	r_c	aventures romanesques, malheurs, voyages	voyages	isabout	voyage		
97.32	r_c	En marge: série de lettres sur les théâtres parisiens où il se mêle les éléments d’une intrigue sentimentale	sentimentale	isabout	sentiment		
97.36	r_s	sensibilité, but moralisateur	sensibilité	isabout	sentimentalisme		
97.38	r_c	voyage, aventures de route, récits	voyage	isabout	voyage		
97.4	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
97.4	r_c	intrigues et malheurs domestiques (deux époux qui s’aiment tourmentés par la jalousie)	malheurs	isabout	malheur		
97.40	r_c	amours contrariées, aventures, voyages, malheurs d’émigrés	malheurs	isabout	malheur		
97.40	r_c	amours contrariées, aventures, voyages, malheurs d’émigrés	voyages	isabout	voyage		
97.40	r_c	amours contrariées, aventures, voyages, malheurs d’émigrés	amour	isabout	amour		
97.42	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
97.42	r_c	intrigues de famille, mystères, voyages	famille	isabout	famille		
97.42	r_c	intrigues de famille, mystères, voyages	voyages	isabout	voyage		
97.44	r_s	thèmes philosophiques, intentions didactiques	thèmes philosophiques	isabout	philosophie		
97.47	r_c	intrigues mondaines et de famille, voyages à travers l’Angleterre, personnages qui reviennent des colonies, tableaux de mœurs	famille	isabout	famille		
97.47	r_c	intrigues mondaines et de famille, voyages à travers l’Angleterre, personnages qui reviennent des colonies, tableaux de mœurs	voyages	isabout	voyage		
97.47	r_c	intrigues mondaines et de famille, voyages à travers l’Angleterre, personnages qui reviennent des colonies, tableaux de mœurs	mœurs	isabout	mœurs		
97.51	r_c	amours tumultueuses, aventures romanesques	amour	isabout	amour		
97.54	r_c	aventures romanesques, malheurs et mystères	malheurs	isabout	malheur		
97.56	r_c	amours passionnées, aventures singulières, éléments sombres	amour	isabout	amour		
97.56	r_c	amours passionnées, aventures singulières, éléments sombres	passion	isabout	passion		
97.57	r_c	aventures romanesques, malheurs, mystères, terreur	malheurs	isabout	malheur		
97.58	r_c	aventures mystérieuses	mystérieuse	isabout	mystère		
97.58	r_s	mélancolie, roman noir	mélancolie	isabout	mélancolie		
97.59	r_s	sensibilité, mélancolie	sensibilité	isabout	sentimentalisme		
97.59	r_c	amour d’une femme mariée, malheurs	malheurs	isabout	malheur		
97.59	r_c	amour d’une femme mariée, malheurs	amour	isabout	amour		
97.59	r_s	sensibilité, mélancolie	mélancolie	isabout	mélancolie		
97.60	r_s	ton élevé, nature	nature	isabout	nature		
97.63	r_c	intrigue sentimentale, aventures romanesques, épisodes mystérieux, malheurs	sentimentale	isabout	sentiment		
97.63	r_c	intrigue sentimentale, aventures romanesques, épisodes mystérieux, malheurs	mystérieux	isabout	mystère		
97.63	r_s	mélancolie et sensibilité	sensibilité	isabout	sentimentalisme		
97.63	r_c	intrigue sentimentale, aventures romanesques, épisodes mystérieux, malheurs	malheurs	isabout	malheur		
97.63	r_s	mélancolie et sensibilité	mélancolie	isabout	mélancolie		
97.65	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
97.65	r_c	intrigues amoureuses, aventures romanesques, mésalliance	amour	isabout	amour		
97.66	r_c	les malheurs et aventures d’une victime de la Révolution	Révolution	isabout	révolution		
97.66	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
97.66	r_c	les malheurs et aventures d’une victime de la Révolution	malheurs	isabout	malheur		
97.68	r_s	sensibilité, mélancolie	sensibilité	isabout	sentimentalisme		
97.68	r_c	malheurs d’un jeune conscrit, amours, aventures militaires	malheurs	isabout	malheur		
97.68	r_c	malheurs d’un jeune conscrit, amours, aventures militaires	amour	isabout	amour		
97.68	r_s	sensibilité, mélancolie	mélancolie	isabout	mélancolie		
97.68	r_c	malheurs d’un jeune conscrit, amours, aventures militaires	militaire	isabout	militaire		
97.71	r_c	mésaventures de deux jeune filles, scènes de libertinage et d’orgie	libertin	isabout	libertinage		
97.71	r_s	précisions pornographiques	pornographiques	isabout	érotisme		
97.72	r_c	intrigues sentimentales	sentimentale	isabout	sentiment		
97.73	r_c	intrigues sentimentales et mondaines (un jeune marquis fait ses débuts dans le monde, surveillé par des prêtres)	sentimentale	isabout	sentiment		
97.75	r_c	aventures et rencontres galantes d’un jeune vagabond	galant	isabout	galanterie		
97.77	r_c	intrigues sentimentales et domestiques	sentimentale	isabout	sentiment		
97.77	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
98.1	r_s	peinture des mœurs, observations morales, sensibilité	sensibilité	isabout	sentimentalisme		
98.1	r_c	jeunes amours et débuts dans le monde	amour	isabout	amour		
98.1	r_s	peinture des mœurs, observations morales, sensibilité	morale	isabout	morale		
98.1	r_s	peinture des mœurs, observations morales, sensibilité	mœurs	isabout	mœurs		
98.10	r_s	sensibilité, éléments du roman noir	sensibilité	isabout	sentimentalisme		
98.10	r_c	intrigues amoureuses, persécutions, vengeances	amour	isabout	amour		
98.11	r_s	ton sentimental	sentimental	isabout	sentiment		
98.11	r_c	voyages et aventures (l’héroïne fait des séjours chez des tribus indiennes)	voyages	isabout	voyage		
98.12	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
98.12	r_c	intrigue mondaine, malheurs d’une jeune fille, éléments sombres	malheurs	isabout	malheur		
98.13	r_c	aventures, voyages, intrigues mondaines	voyages	isabout	voyage		
98.13	r_s	peinture des mœurs	mœurs	isabout	mœurs		
98.14	r_c	aventures lubriques d’un jeune homme, dans des couvents	lubriques	isabout	érotisme		
98.18	r_c	intrigues domestiques et sentimentales	sentimentale	isabout	sentiment		
98.18	r_s	ton sensible et moralisateur, peinture des mœurs	sensible	isabout	sentimentalisme		
98.18	r_s	ton sensible et moralisateur, peinture des mœurs	mœurs	isabout	mœurs		
98.19	r_c	émigation, intrigues romanesques et sentimentales	sentimentale	isabout	sentiment		
98.19	r_s	sensibilité, ton moralisateur	sensibilité	isabout	sentimentalisme		
98.2	r_c	voyages d’Amour, avec observations sur les mœurs des Grecs tirées d’auteurs anciens	voyages	isabout	voyage		
98.2	r_c	voyages d’Amour, avec observations sur les mœurs des Grecs tirées d’auteurs anciens	mœurs	isabout	mœurs		
98.20	r_c	intrigues sentimentales	sentimentale	isabout	sentiment		
98.20	r_s	sensibilité, ton moralisateur	sensibilité	isabout	sentimentalisme		
98.22	r_c	intrigue sentimentale, aventures, malheurs	sentimentale	isabout	sentiment		
98.22	r_s	sensibilité, mélancolie	sensibilité	isabout	sentimentalisme		
98.22	r_c	intrigue sentimentale, aventures, malheurs	malheurs	isabout	malheur		
98.22	r_s	sensibilité, mélancolie	mélancolie	isabout	mélancolie		
98.23	r_c	intrigues amoureuses	amour	isabout	amour		
98.26	r_c	intrigues de famille	famille	isabout	famille		
98.27	r_c	voyages, aventures romanesques	voyages	isabout	voyage		
98.28	r_c	intrigues romanesques, malheurs, éléments du roman noir	malheurs	isabout	malheur		
98.29	r_s	sensibilité, mélancolie, bienfaisance	sensibilité	isabout	sentimentalisme		
98.29	r_c	aventures et malheurs d’une mendiante adoptée par un homme charitable	malheurs	isabout	malheur		
98.29	r_s	sensibilité, mélancolie, bienfaisance	mélancolie	isabout	mélancolie		
98.3	r_c	voyages, aventures d’un jeune homme	voyages	isabout	voyage		
98.3	r_s	thèmes philosophiques, ton satirique (imitation de Candide)	thèmes philosophiques	isabout	philosophie		
98.30	r_s	nature, vertu, sensibilité	sensibilité	isabout	sentimentalisme		
98.30	r_c	voyages et aventures	voyages	isabout	voyage		
98.30	r_s	nature, vertu, sensibilité	vertu	isabout	vertu		
98.30	r_s	nature, vertu, sensibilité	nature	isabout	nature		
98.31	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
