P13		P52		check	1P52		1check	2P52		2check	3P52		3check	4P52		4check	5P52		5check	6P52		6check	7P52		8P52		8check	P52RP14	1P52RP14	2P52RP14	3P52RP14	4P52RP14	5P52RP14	6P52RP14	7P52RP14	8P52RP14
update																												Q1	Q1	Q1	Q1	Q1	Q1	Q1	Q1	Q1
id	s	r_pl	P48 1 Wikidata Label			P48 2 Wikidata Label			P48 3 Wikidata Label			P48 4 Wikidata Label			P48 5 Wikidata Label			P48 6 Wikidata Label			P48 7 Wikidata Label			P48 8 Wikidata Label		P48 9 Wikidata Label										
99.125		Midi de la France (XIIe si�cle)	Midi de la France	https://www.wikidata.org/wiki/Q1237299																																
99.126																																				
99.127	t	Angleterre (XVe si�cle)	Angleterre	https://www.wikidata.org/wiki/Q21	Ecosse	Écosse	https://www.wikidata.org/wiki/Q22																													
99.128		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Am�rique	Amérique	https://www.wikidata.org/wiki/Q828																													
99.129		France	France	https://www.wikidata.org/wiki/Q142																																
99.13		province	campagne	https://www.wikidata.org/wiki/Q175185																																
99.130	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142	Palestine (moyen �ge)	Palestine	https://www.wikidata.org/wiki/Q23792																										
99.131	c_MH																																			
99.132	n																																			
99.133		province (Chinon)	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90		Chinon	https://www.wikidata.org/wiki/Q194138																										
99.134		Angleterre (XVIe si�cle)	Angleterre	https://www.wikidata.org/wiki/Q21																																
99.135		province	campagne	https://www.wikidata.org/wiki/Q175185																																
99.136		France	France	https://www.wikidata.org/wiki/Q142	Italie	Italie	https://www.wikidata.org/wiki/Q38	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																										
99.137		Italie	Italie	https://www.wikidata.org/wiki/Q38																																
99.138																																				
99.139	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
99.14																																				
99.140																																				
99.141		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
99.142	t																																			
99.143																																				
99.144	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
99.145																																				
99.146		Paris	Paris	https://www.wikidata.org/wiki/Q90	Autriche	Autriche	https://www.wikidata.org/wiki/Q40	Flandres	Flandres																											
99.147		Venise	Venise	https://www.wikidata.org/wiki/Q641	l��le de Strozzi	l��le de Strozzi		Peschia	Peschia																											
99.148		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
99.149																																				
99.15																																				
99.150	c_MH	l��le de D�los	L'�le de D�los	https://www.wikidata.org/wiki/Q104527690																																
99.151	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
99.152	nt																																			
99.153	t	France (province)	France	https://www.wikidata.org/wiki/Q142		campagne	https://www.wikidata.org/wiki/Q175185																													
99.154																																				
99.155																																				
99.156																																				
99.157		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
99.158		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
99.159		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
99.16																																				
99.160		France	France	https://www.wikidata.org/wiki/Q142																																
99.161		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
99.162	nt																																			
99.163	t	France	France	https://www.wikidata.org/wiki/Q142	�le d�serte	île inhabitée	https://www.wikidata.org/wiki/Q1065592																													
99.164	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Ecosse	Écosse	https://www.wikidata.org/wiki/Q22																													
99.165	t																																			
99.166	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
99.167		Compi�gne	Compiègne	https://www.wikidata.org/wiki/Q180871																																
99.168	t	Angleterre (pr�s de Southampton)	Angleterre	https://www.wikidata.org/wiki/Q21		Southampton	https://www.wikidata.org/wiki/Q79848																													
99.169	nt																																			
99.17																																				
99.170	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
99.171																																				
99.172		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185																													
99.173		France (sous la Terreur)	France	https://www.wikidata.org/wiki/Q142																																
99.174		Languedoc	Languedoc	https://www.wikidata.org/wiki/Q206221	Normandie	Normandie	https://www.wikidata.org/wiki/Q15878	Paris	Paris	https://www.wikidata.org/wiki/Q90																										
99.175	t	Allemagne (Leipsic	Allemagne	https://www.wikidata.org/wiki/Q183	Berlin)	Berlin	https://www.wikidata.org/wiki/Q64		Leipzig	https://www.wikidata.org/wiki/Q2079																										
99.176	t	pays de Galles	pays de Galles	https://www.wikidata.org/wiki/Q25																																
99.177	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
99.18		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
99.19	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
99.2																																				
99.20		Prusse	Prusse	https://www.wikidata.org/wiki/Q38872	Italie	Italie	https://www.wikidata.org/wiki/Q38	France	France	https://www.wikidata.org/wiki/Q142																										
99.21	t?																																			
99.22		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185	Espagne	Espagne	https://www.wikidata.org/wiki/Q29																										
99.23																																				
99.24		Saint-Domingue	Hispaniola	https://www.wikidata.org/wiki/Q25277																																
99.25																																				
99.26																																				
99.27	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
99.28		France	France	https://www.wikidata.org/wiki/Q142	Angleterre (milieu XVIIIe si�cle)	Angleterre	https://www.wikidata.org/wiki/Q21																													
99.29		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
99.3		Portugal	Portugal	https://www.wikidata.org/wiki/Q45	Am�rique du Sud	Amérique du Sud	https://www.wikidata.org/wiki/Q18																													
99.30																																				
99.31																																				
99.32																																				
99.33		�le a�rienne	�le a�rienne		Am�rique du Sud	Amérique du Sud	https://www.wikidata.org/wiki/Q18	Paris	Paris	https://www.wikidata.org/wiki/Q90																										
99.34																																				
99.35																																				
99.36																																				
99.37	m	Suisse	Suisse	https://www.wikidata.org/wiki/Q39																																
99.38																																				
99.39		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
99.4																																				
99.40		Perse	Perse	https://www.wikidata.org/wiki/Q3746183	Egypte	Égypte	https://www.wikidata.org/wiki/Q79																													
99.41	t?	Italie (Calabre)	Italie	https://www.wikidata.org/wiki/Q38		Calabre	https://www.wikidata.org/wiki/Q1458																													
99.42		Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
99.44		France	France	https://www.wikidata.org/wiki/Q142																																
99.45	t	Angleterre (Londres	Angleterre	https://www.wikidata.org/wiki/Q21	Bath)	Bath	https://www.wikidata.org/wiki/Q22889		Londres	https://www.wikidata.org/wiki/Q84																										
99.46		Turquie	Turquie	https://www.wikidata.org/wiki/Q43																																
99.47																																				
99.48		Savoie	Savoie	https://www.wikidata.org/wiki/Q12745																																
99.49		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Ceylan	Sri Lanka	https://www.wikidata.org/wiki/Q854																													
99.5	t	Allemagne (la For�t-Noire au moyen �ge)	Allemagne	https://www.wikidata.org/wiki/Q183		Forêt-Noire	https://www.wikidata.org/wiki/Q4204																													
99.50		province (Aix	campagne	https://www.wikidata.org/wiki/Q175185	Orl�ans)	Orléans	https://www.wikidata.org/wiki/Q6548		Aix-en-Provence	https://www.wikidata.org/wiki/Q47465																										
99.51	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142	Italie	Italie	https://www.wikidata.org/wiki/Q38																										
99.52		Normandie	Normandie	https://www.wikidata.org/wiki/Q15878																																
99.53		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
99.54	nt																																			
99.55	t	Sicile	Sicile	https://www.wikidata.org/wiki/Q1460	Rome	Rome	https://www.wikidata.org/wiki/Q220	Espagne	Espagne	https://www.wikidata.org/wiki/Q29	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Gaule (moyen �ge)	Gaule	https://www.wikidata.org/wiki/Q38060																				
